CU
ML
CU
CU
MC
MC
L
MC
ML
ML
CU
L
ML
CU
CU
MC
CU
MC
CU
MC
ML
L
CU
L
MC
CU
L
ML
MC
CU
CU
ML
CU
CU
CU
ML
CU
CU
ML
MC
L
ML
CU
CU
CU
MC
L
CU
L
MC
ML
CU
MC
MC
ML
CU
CU
MC
CU
CU
CU
CU
ML
CU
CU
L
ML
L
CU
MC
L
MC
CU
CU
ML
CU
CU
ML
MC
L
L
CU
CU
CU
CU
ML
L
L
CU
CU
ML
MC
L
MC
CU
ML
ML
CU
CU
L
L
MC
L
CU
ML
MC
ML
ML
ML
ML
L
L
MC
ML
ML
MC
CU
CU
CU
CU
ML
MC
CU
CU
CU
ML
CU
CU
CU
ML
ML
CU
L
CU
CU
CU
L
MC
CU
CU
MC
L
MC
L
L
L
CU
L
CU
