High
High
Low
High
High
Med
High
Med
High
High
Low
Low
Low
Med
Med
Med
High
Med
Med
Med
High
Med
Med
Med
Med
Med
Med
Med
Med
Med
Med
Med
High
High
Med
Med
High
Med
Med
Med
Med
Med
Med
Med
Med
Low
High
Med
High
Med
Med
Low
High
Low
High
Med
High
Med
Med
High
High
Med
Low
Med
Med
Low
High
High
Med
Low
High
Low
High
High
Med
Low
Med
Med
Med
High
High
Med
High
Med
Low
High
Med
Low
Med
Med
High
Med
High
Med
Low
Low
Med
Low
Low
High
High
Low
High
Low
Low
Med
Med
Med
High
High
Med
Med
Med
Med
Med
Low
High
Med
High
Low
Low
High
Med
Med
High
Low
Med
Med
Med
High
Low
Med
High
Med
Med
Med
Low
Low
High
Med
Med
Med
High
Med
Med
High
Low
Low
Med
